Formation Method,Si Precursor,Si Precursor Concentration (M),Additional Si Co-Precursor(s),Hybrid Aerogel Co-Precursor,Co-Precursor Concentration (M),Solvent 1,Solvent 1 Concentration (M),Solvent 2,Solvent 2 Concentration (M),Additional Solvents,Acid Catalyst,Acid Catalyst Initial Concentration (M),Acid Catalyst concentration in Sol(M),Base Catalyst,Base Catalyst Initial Concentration(M),Base Catalyst concentration in Sol (M),Hydrolysis Time (hr),Modifier,Modifier Concentration (M),Modifier Solvent,Surfactant,Sol 1,Sol 1 Stir rate (rpm),Sol 1 Stir Time (min),Sol 1 Standing time (hr),Sol 1 Temp (°C),pH Sol 1,Sol 2,Sol 2 Stir rate (rpm),Sol 2 Stir Time (min),Sol 2 Standing time (hr),Sol 2 Temp (°C),pH Sol 2,Gelation Agent,pH final sol,Gelation Temp (°C),Gelation Pressure (MPa),Gelation Time (mins),Aging Conditions,Aging Temp (°C),Aging Time (hrs),Aging Conditions 2,Aging Temp 2 (°C),Aging Time 2 (hrs),Wash Solvent 1,Wash Times 1,Wash Duration 1 (days),Wash Temp 1 (°C),Wash Solvent 2,Wash Times 2,Wash Duration 2 (days),Wash Temp 2 (°C),Wash Solvent 3,Wash Times 3,Wash Duration 3 (days),Wash Temp 3 (°C),Wash Solvent 4,Wash Times 4,Wash Duration 4 (days),Wash Temp 4 (°C),Wash Solvent 5,Wash Temp 5 (°C),Drying Method,Drying Solvent,Drying Temp (°C),Drying Pressure (MPa),Drying Time (hrs),Drying Atmosphere,Drying Temp 2 (°C),Drying Pressure 2 (MPa),Drying Time 2 (hrs),Drying Atmosphere 2,Drying Temp 3 (°C),Drying Time 3 (hrs),Drying Atmosphere 3,Drying Pressure 3 (MPa),Drying Temp 4 (°C),Drying Time 4 (hrs),Drying Pressure 4 (MPa),Drying Temp 5 (°C),Drying Time 5 (hrs),Drying Pressure 5 (MPa),Sintering Temp (°C),Sintering Time (min),Porosity,Porosity (%),Pore Volume (cm3/g),Average Pore Diameter (nm),Surface Area (m2/g),Bulk Density (g/cm3),Young Modulus (MPa),Thermal Conductivity (W/mK),Crystalline Phase,Nanoparticle Size (nm)
Sol-gel,TEOS,,,,,EtOH,,,,,Oxalic Acid,0.01,,NH4OH,0.5,,18,TMCS,,N-hexane,,"TEOS, EtOH",,5,,,,Oxalic Acid,0,1080,,,,,,,,8,EtOH,,12,,,,N-hexane,2,1,,"TMCS, N-hexane",1,1,,,N-hexane,,,,,,,,,Ambient Pressure Drying,,50,0.101325,3,,100,0.101325,2,,150,1,,0.101325,,,,,,,,,Mesoporous,96,,,1539.7706,0.08921,,,,
Sol-gel,TEOS,,,,,EtOH,,,,,Oxalic Acid,0.01,,NH4OH,0.5,,24,TMCS,,N-hexane,,"TEOS, EtOH",,5,,,,Oxalic Acid,0,1440,,,,,,,,5,EtOH,,12,,,,N-hexane,2,1,,"TMCS, N-hexane",1,1,,,N-hexane,,,,,,,,,Ambient Pressure Drying,,50,0.101325,3,,100,0.101325,2,,150,1,,0.101325,,,,,,,,,Mesoporous,95,,,935.0971,0.09852,,,,
Sol-gel,TEOS,,,,,EtOH,,,,,Oxalic Acid,0.01,,NH4OH,0.5,,30,TMCS,,N-hexane,,"TEOS, EtOH",,5,,,,Oxalic Acid,0,1800,,,,,,,,3,EtOH,,12,,,,N-hexane,2,1,,"TMCS, N-hexane",1,1,,,N-hexane,,,,,,,,,Ambient Pressure Drying,,50,0.101325,3,,100,0.101325,2,,150,1,,0.101325,,,,,,,,,Mesoporous,94,,,823.0562,0.13273,,,,
Sol-gel,TEOS,,,,,EtOH,,,,,Oxalic Acid,0.01,,NH4OH,0.5,,36,TMCS,,N-hexane,,"TEOS, EtOH",,5,,,,Oxalic Acid,0,2160,,,,,,,,2,EtOH,,12,,,,N-hexane,2,1,,"TMCS, N-hexane",1,1,,,N-hexane,,,,,,,,,Ambient Pressure Drying,,50,0.101325,3,,100,0.101325,2,,150,1,,0.101325,,,,,,,,,Mesoporous,94,,,823.1393,0.13198,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,,,,,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,HMDZ,1,1,65,,,,,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,94,7.7,26.3,1177,0.12,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,HDMZ,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"HDMZ, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,95,9,42.6,848,0.11,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,APTES,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"APTES, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,91,4.6,51.7,356,0.2,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,VTMS,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"VTMS, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,94,6.7,30.9,865,0.14,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,MEMO,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"MEMO, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,91,5.5,35.8,611,0.17,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,GPTMS,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"GPTMS, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,91,4.8,33.3,579,0.19,,,,
Sol-gel,PEDS,0.063,,,,EtOH,1,H2O,0.154,,,,,NH4OH,5.5,0.006,,PHS,1,"EtOH, H2O",,"PEDS, EtOH, H2O",,,,,,NH4OH,,,,,,NH4OH,,,,,EtOH,65,24,,,,"PHS, EtOH, H2O",1,1,65,HMDZ,1,1,65,,,,,,,,,,,Supercritical Drying,CO2,50,12,6.5,,,,,,,,,,,,,,,,,,Mesoporous,91,4.7,28.5,663,0.19,,,,
Sol-gel,Water Glass,0.002,,,,H2O,0.056,,,,,,,,,,,TMCS,,N-hexane,,"Water Glass, H2O",,30,,,2,,,,,,,,2,,,5840,H2O,50,24,EtOH,50,24,N-hexane,1,1,50,"TMCS, N-hexane",1,1,50,N-hexane,1,1,50,,,,,,,Ambient Pressure Drying,,50,0.101325,2,,80,0.101325,2,,120,2,,0.101325,180,2,0.101325,,,,,,Mesoporous,94.9,4.139,21.43,772.6,0.111,,,,
Sol-gel,Water Glass,,,,,H2O,,,,,,,,LiOH,1,,,TMCS,,N-hexane,,"Water Glass, H2O",,30,,,2,LiOH,,,,,5.2,,5.17,,,31,H2O,50,24,EtOH,50,24,N-hexane,1,1,50,"TMCS, N-hexane",1,1,50,N-hexane,1,1,50,,,,,,,Ambient Pressure Drying,,50,0.101325,2,,80,0.101325,2,,120,2,,0.101325,180,2,0.101325,,,,,,Mesoporous,94.8,2.799,28.38,394.5,0.11,,,,
Sol-gel,Water Glass,,,,,H2O,,,,,,,,NaOH,1,,,TMCS,,N-hexane,,"Water Glass, H2O",,30,,,2,NaOH,,,,,5.2,,5.2,,,46,H2O,50,24,EtOH,50,24,N-hexane,1,1,50,"TMCS, N-hexane",1,1,50,N-hexane,1,1,50,,,,,,,Ambient Pressure Drying,,50,0.101325,2,,80,0.101325,2,,120,2,,0.101325,180,2,0.101325,,,,,,Mesoporous,94.1,3.349,31.37,427,0.129,,,,
Sol-gel,Water Glass,,,,,H2O,,,,,,,,KOH,1,,,TMCS,,N-hexane,,"Water Glass, H2O",,30,,,2,KOH,,,,,5.2,,5.24,,,37,H2O,50,24,EtOH,50,24,N-hexane,1,1,50,"TMCS, N-hexane",1,1,50,N-hexane,1,1,50,,,,,,,Ambient Pressure Drying,,50,0.101325,2,,80,0.101325,2,,120,2,,0.101325,180,2,0.101325,,,,,,Mesoporous,95.5,2.599,27.3,380.7,0.099,,,,
Sol-gel,Water Glass,,,,,H2O,,,,,,,,NH4OH,1,,,TMCS,,N-hexane,,"Water Glass, H2O",,30,,,2,NH4OH,,,,,5.2,,5.17,,,36,H2O,50,24,EtOH,50,24,N-hexane,1,1,50,"TMCS, N-hexane",1,1,50,N-hexane,1,1,50,,,,,,,Ambient Pressure Drying,,50,0.101325,2,,80,0.101325,2,,120,2,,0.101325,180,2,0.101325,,,,,,Mesoporous,95.1,3.238,31.29,413.9,0.107,,,,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Ni2+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Ni2+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.91,6.88,530.81,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Ba2+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Ba2+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.52,2.86,713.65,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Cu2+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Cu2+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.47,2.9,652.83,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Fe3+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Fe3+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.8,3.7,855.62,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Ca2+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Ca2+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.64,5.09,504.78,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,Mg2+,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,Mg2+,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,1.09,9.35,468.18,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,H2O,,DMF,HCl,0.1,,NH4OH,0.5,,,TMCS,0.03,,,"TEOS, EtOH, H2O, HCl, DMF",,60,,65,,NH4OH,,18,,20,,,,20,,15,EtOH,20,24,,,,TMCS,1,1,0.101325,N-hexane,4,0.5,20,,,,,,,,,,,Ambient Pressure Drying,,20,0.101325,24,,60,0.101325,4,,100,2,,0.101325,,,,,,,,,Mesoporous,,0.84,4.87,650.44,,,,Monolithic,
Sol-gel,TEOS,,,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.276,1.52,0.0594,,
Sol-gel,TEOS,,,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,81.6,,32.4,466.2,0.216,1.008,0.0366,,
Sol-gel,TEOS,,,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.211,1.05,0.0449,,
Sol-gel,TEOS,,,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.288,2.25,0.0556,,
Sol-gel,TEOS,,,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,81,,31.3,428.4,0.241,2.6,0.0453,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,,,,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,,,,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.208,1.71,0.0347,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.242,1.81,0.0313,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,81.1,,24.4,619.9,0.214,1.81,0.0387,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.231,1.56,0.0358,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.236,1.24,0.046,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,,,,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.275,0.96,0.0401,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,84.5,,30,488.6,0.229,1.68,0.0351,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.382,2.99,0.0705,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,,,,,0.375,2.47,0.0789,,
Sol-gel,TEOS,,VTMS,,,EtOH,,KP,,,Oxalic Acid,0.01,,NH4OH,1,,,HMDZ,,N-heptane,,"TEOS, VTMS, EtOH, Oxalic Acid",,30,18,27,,"KP, NH4OH",,,,,,,,,,,,27,144,,,,Heptane,1,2,50,"HMDZ, N-heptane",1,0.666666666667,50,N-heptane,1,0.125,50,,,,,,,Ambient Pressure Drying,,60,0.101325,4,,150,0.101325,2,,,,,,,,,,,,,,,67.4,,10.8,610.7,0.409,2.83,0.0854,,
Sol-gel,MTES,,TEOS,,,MeOH,,,,,Oxalic Acid,1,,NH4OH,1,,,,,,,"MTES, TEOS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,24,0.22,1,761,1.07,,,,
Sol-gel,MTES,,TEOS,,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,90,6.38,25,1006,0.141,,,,
Sol-gel,MTES,,"TEOS, APTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, APTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,10,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,3,0.02,4,28,1.41,,,,
Sol-gel,MTES,,"TEOS, APTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, APTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,10,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,87,6.48,45,573,0.134,,,,
Sol-gel,MTES,,"TEOS, AAAPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,60,,30,,,24,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,7,0.05,,,1.3,,,,
Sol-gel,MTES,,"TEOS, AAAPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,60,,30,,,24,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,48,0.64,182,14,0.737,,,,
Sol-gel,MTES,,"TEOS, APTMS, AAAPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, APTMS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,30,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,23,0.21,268,3,1.12,,,,
Sol-gel,MTES,,"TEOS, APTMS, AAAPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, APTMS, AAAPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,30,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,86,4.49,70,256,0.191,,,,
Sol-gel,MTES,,"TEOS, TTMSI",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, TTMSI, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,60,,20,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,16,0.14,1,634,1.14,,,,
Sol-gel,MTES,,"TEOS, TTMSI",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, TTMSI, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,60,,20,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,88,6.67,59,451,0.132,,,,
Sol-gel,MTES,,"TEOS, UPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, UPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Oven Drying,,60,,72,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,
Sol-gel,MTES,,"TEOS, UPTMS",,,MeOH,,,,,Oxalic Acid,1,,NH4OH,,,,,,,,"MTES, TEOS, UPTMS, MeOH, Oxalic Acid",,,24,27,,NH4OH,,,,,,,,27,,120,,,144,,,,EtOH,,,,,,,,,,,,,,,,,,Supercritical Drying,CO2,,,,,,,,,,,,,,,,,,,,,,67,1.56,16,398,0.43,,,,
Sol-gel,TEOS,,,,,EtOH,,H2O,,,HCl,,,NH4OH,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,,,,,,,690.69,,,,,
Sol-gel,TEOS,,,,,EtOH,,H2O,,,HCl,,,NH4OH,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,600,240,,,,,714.06,,,,,
Sol-gel,TEOS,,,,,EtOH,,H2O,,,HCl,,,NH4OH,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,700,240,,,,,658.01,,,,,
Sol-gel,TEOS,,,,,EtOH,,H2O,,,HCl,,,NH4OH,,,,,,,,"TEOS, H2O, EtOH, HCl",,,,,,NH4OH,,,,,,,,,,,,40,48,,,,,,,,,,,,,,,,,,,,,,Supercritical Drying,EtOH,265,7,,,500,,2,,,,,,,,,,,,800,240,,,,,609.61,,,,,
